,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.5872029066085815,0.7271116375923157,0.46483492851257324,0.7947990298271179
1,0.48330432176589966,0.7856467962265015,0.44332394003868103,0.8023640513420105
2,0.45853325724601746,0.8004134893417358,0.43192988634109497,0.8075650334358215
3,0.4545302093029022,0.8058475852012634,0.407683402299881,0.8212766051292419
4,0.44401422142982483,0.8107501268386841,0.43011215329170227,0.8165484666824341
5,0.43584513664245605,0.8151211142539978,0.41001519560813904,0.8264775276184082
6,0.428288072347641,0.8199055194854736,0.4034132659435272,0.8312056660652161
7,0.4227893352508545,0.8216184377670288,0.4195621609687805,0.8189125061035156
8,0.4214704930782318,0.8225634694099426,0.39973315596580505,0.8401890993118286
9,0.4160733222961426,0.8248671293258667,0.39932554960250854,0.8397163152694702
10,0.41915589570999146,0.8280566930770874,0.40993764996528625,0.8349881768226624
11,0.4157721698284149,0.8272297978401184,0.4071718454360962,0.8340425491333008
12,0.432667076587677,0.8194920420646667,0.40764331817626953,0.8302600383758545
13,0.41595613956451416,0.8281748294830322,0.39184311032295227,0.8382978439331055
14,0.4009733200073242,0.8365623354911804,0.3878575563430786,0.839243471622467
15,0.39647653698921204,0.8378027081489563,0.37791022658348083,0.8496453762054443
16,0.3979766368865967,0.8379208445549011,0.3790813386440277,0.8449172377586365
17,0.395332932472229,0.8393974900245667,0.3892762362957001,0.8382978439331055
18,0.391573965549469,0.8403425812721252,0.372742623090744,0.8486997485160828
19,0.39245250821113586,0.839870035648346,0.40954533219337463,0.8330969214439392
20,0.39080244302749634,0.840874195098877,0.3839920163154602,0.8496453762054443
21,0.38519996404647827,0.8427643179893494,0.37020164728164673,0.8539007306098938
22,0.38932985067367554,0.8418782949447632,0.3729264438152313,0.8501182198524475
23,0.3876645863056183,0.8424099087715149,0.381943941116333,0.8449172377586365
24,0.387275367975235,0.8395746946334839,0.36628851294517517,0.8501182198524475
25,0.38885295391082764,0.8415830135345459,0.3777390420436859,0.8510638475418091
26,0.37777265906333923,0.8485528826713562,0.36985716223716736,0.8510638475418091
27,0.38724055886268616,0.8406379222869873,0.37269118428230286,0.8548463582992554
28,0.3826633393764496,0.8440638184547424,0.36319592595100403,0.8595744967460632
29,0.3783669173717499,0.8447725772857666,0.3644244372844696,0.8562647700309753
30,0.37504303455352783,0.8489663600921631,0.37570589780807495,0.8505910038948059
31,0.3802086412906647,0.8451269865036011,0.364828497171402,0.8586288690567017
32,0.37735432386398315,0.8492616415023804,0.3689904510974884,0.8581560254096985
33,0.37516456842422485,0.8470761775970459,0.357016921043396,0.8543735146522522
34,0.37144726514816284,0.8481394052505493,0.3617551624774933,0.8543735146522522
35,0.3722553849220276,0.8512699604034424,0.3774137794971466,0.8529551029205322
36,0.3729379177093506,0.8500295281410217,0.3571869432926178,0.8567376136779785
37,0.3709771931171417,0.8491435050964355,0.36161744594573975,0.8562647700309753
38,0.3710271716117859,0.8524512648582458,0.3732050359249115,0.8534278869628906
